id_country,Year,Score
187,2020,4.692
188,2010,0
188,2011,1.132
188,2012,0.079
188,2013,0.248
188,2014,0.29
188,2015,1.045
188,2016,0.422
188,2017,0.211
188,2018,0.105
188,2019,0.048
188,2020,0
189,2010,4.005
189,2011,4.114
189,2012,4.509
189,2013,4.289
189,2014,5.17
189,2015,5.613
189,2016,5.08
189,2017,5.102
189,2018,5.61
189,2019,5.405
189,2020,5.161
190,2010,3.904
190,2011,3.797
190,2012,3.566
190,2013,3.741
190,2014,4.71
190,2015,4.613
190,2016,4.877
190,2017,5.429
190,2018,6.066
190,2019,5.691
190,2020,5.26
191,2010,0.029
191,2011,0
191,2012,0
191,2013,0
191,2014,0
191,2015,0
191,2016,0
191,2017,0.779
191,2018,0.344
191,2019,0.172
191,2020,0.086
192,2010,1.871
192,2011,1.198
192,2012,0.585
192,2013,0.267
192,2014,0.14
192,2015,0
192,2016,0.154
192,2017,0.077
192,2018,0.038
192,2019,0.019
192,2020,0.01
195,2010,2.898
195,2011,2.221
195,2012,1.62
195,2013,1.19
195,2014,0.54
195,2015,2.139
195,2016,1.998
195,2017,3.632
195,2018,3.665
195,2019,4.101
195,2020,3.658
196,2010,0
196,2011,0
196,2012,0
196,2013,0
196,2014,0
196,2015,0
196,2016,0
196,2017,0
196,2018,0.663
196,2019,0.999
196,2020,0.42
198,2010,4.739
198,2011,4.233
198,2013,4.069
198,2016,5.659
198,2017,5.551
198,2018,5.33
198,2019,5.177
198,2020,5.077
201,2010,5.079
201,2011,6.322
201,2012,7.305
201,2013,6.834
201,2014,7.31
201,2015,7.642
201,2016,8.076
201,2017,7.877
201,2018,7.534
201,2019,7.259
201,2020,7.581
204,2010,0
204,2011,0
204,2012,0
204,2013,0
204,2014,0
204,2015,0
204,2016,0
204,2017,0
204,2018,0.663
204,2019,0.305
204,2020,0.153
205,2010,2.084
205,2011,1.81
205,2012,1.36
205,2013,0.607
205,2014,1.16
205,2015,1.71
205,2016,0.413
205,2017,0.202
205,2018,1.569
205,2019,2.834
205,2020,2.443
206,2010,0.248
206,2011,0.124
206,2012,0.059
206,2013,0.029
206,2014,0
206,2015,0
206,2016,0
206,2017,0
206,2018,0
206,2019,0
206,2020,0
207,2010,0
207,2011,0
207,2012,0
207,2013,0
207,2014,0
207,2015,0
207,2016,0
207,2017,0
207,2018,0
207,2019,0
207,2020,0
208,2010,0
208,2011,0
208,2012,0
208,2013,0
208,2014,0
208,2015,0
208,2016,0
208,2017,0
208,2018,0
208,2019,0
208,2020,0
